CO_ID	CoName	Date	ROI
TEJF03 	Security and Trust	2015/01/15	  -0.9304
TEJN01 	Cement       	2015/01/15	   0.2579
TEJN02 	Food         	2015/01/15	   1.1308
TEJN03 	Plastic materials	2015/01/15	  -0.0505
TEJN04 	Plastic Products	2015/01/15	   0.2798
TEJN05 	Spinning     	2015/01/15	  -0.5502
TEJN06 	Machine Tools	2015/01/15	  -0.1188
TEJN07 	Motors & Appliances	2015/01/15	  -0.3697
TEJN08 	Wire         	2015/01/15	  -1.1701
TEJN09 	Medicine     	2015/01/15	  -0.4360
TEJN10 	Medical supplies	2015/01/15	   0.2487
TEJN11 	Other chemical	2015/01/15	  -0.7710
TEJN12 	Glass ceramic	2015/01/15	  -0.4582
TEJN13 	Papermaking  	2015/01/15	  -0.6484
TEJN14 	Steel        	2015/01/15	  -0.7402
TEJN15 	Rubber       	2015/01/15	   0.1393
TEJN16 	Automobile   	2015/01/15	  -0.3907
TEJN17 	Construction 	2015/01/15	  -0.4196
TEJN18 	Ocean Air Trans.	2015/01/15	  -1.8946
TEJN19 	Land transportation	2015/01/15	  -0.4705
TEJN20 	Tourist catering	2015/01/15	   0.2778
TEJN21 	Stores and Trade	2015/01/15	  -0.4025
TEJN22 	Oil Gas and Elec.	2015/01/15	  -0.2803
TEJN23 	Sports & Leisure	2015/01/15	  -0.5423
TEJO99 	Other        	2015/01/15	  -0.3763
TEJT01 	Personal computer	2015/01/15	  -0.4291
TEJT02 	Motherboard  	2015/01/15	  -0.5705
TEJT03 	PCB          	2015/01/15	   0.6034
TEJT04 	PCB materials	2015/01/15	   0.6232
TEJT05 	PC peripherals	2015/01/15	  -0.5968
TEJT06 	LED          	2015/01/15	   1.0635
TEJT07 	Solar        	2015/01/15	  -0.0604
TEJT08 	Panel        	2015/01/15	  -1.2691
TEJT09 	Other optoelectronic	2015/01/15	   0.6557
TEJT10 	Connector    	2015/01/15	  -0.0663
TEJT11 	Power Supply 	2015/01/15	  -1.3591
TEJT12 	Cabinet      	2015/01/15	   0.8962
TEJT13 	Passive Components	2015/01/15	   0.7637
TEJT14 	Other Electronic C.	2015/01/15	   0.0734
TEJT15 	Netcom       	2015/01/15	   0.4332
TEJT16 	IC Manufacturing	2015/01/15	   0.5742
TEJT17 	IC Design    	2015/01/15	  -0.2837
TEJT18 	Electronic Equipment	2015/01/15	   1.1680
TEJT19 	Telecommunications	2015/01/15	  -1.0549
TEJT20 	Information channel	2015/01/15	  -0.4905
TEJT21 	Consumer Electronics	2015/01/15	   0.3882
TEJT22 	Software     	2015/01/15	  -0.5746
TEJF01 	Financial Inst.	2015/01/16	  -0.8682
TEJF02 	Insurance    	2015/01/16	  -1.0584
TEJF03 	Security and Trust	2015/01/16	  -0.5327
TEJN01 	Cement       	2015/01/16	  -0.1708
TEJN02 	Food         	2015/01/16	  -0.0982
TEJN03 	Plastic materials	2015/01/16	  -1.2926
TEJN04 	Plastic Products	2015/01/16	  -1.6663
TEJN05 	Spinning     	2015/01/16	  -0.9925
TEJN06 	Machine Tools	2015/01/16	  -1.1448
TEJN07 	Motors & Appliances	2015/01/16	  -1.0582
TEJN08 	Wire         	2015/01/16	  -0.7811
TEJN09 	Medicine     	2015/01/16	  -2.4128
TEJN10 	Medical supplies	2015/01/16	  -1.8702
TEJN11 	Other chemical	2015/01/16	  -0.9215
TEJN12 	Glass ceramic	2015/01/16	  -0.7559
TEJN13 	Papermaking  	2015/01/16	  -0.7738
TEJN14 	Steel        	2015/01/16	  -0.7178
TEJN15 	Rubber       	2015/01/16	  -1.0637
TEJN16 	Automobile   	2015/01/16	  -1.6663
TEJN17 	Construction 	2015/01/16	  -1.1269
TEJN18 	Ocean Air Trans.	2015/01/16	   1.2791
TEJN19 	Land transportation	2015/01/16	  -1.2403
TEJN20 	Tourist catering	2015/01/16	  -0.3103
TEJN21 	Stores and Trade	2015/01/16	  -1.3044
TEJN22 	Oil Gas and Elec.	2015/01/16	  -0.5642
TEJN23 	Sports & Leisure	2015/01/16	  -0.7273
TEJO99 	Other        	2015/01/16	  -0.8847
TEJT01 	Personal computer	2015/01/16	  -0.6800
TEJT02 	Motherboard  	2015/01/16	  -1.2860
TEJT03 	PCB          	2015/01/16	  -1.3231
TEJT04 	PCB materials	2015/01/16	  -0.9156
TEJT05 	PC peripherals	2015/01/16	  -1.0757
TEJT06 	LED          	2015/01/16	  -3.1135
TEJT07 	Solar        	2015/01/16	  -4.2050
TEJT08 	Panel        	2015/01/16	  -2.0202
TEJT09 	Other optoelectronic	2015/01/16	  -2.1478
TEJT10 	Connector    	2015/01/16	  -1.6069
TEJT11 	Power Supply 	2015/01/16	  -0.9353
TEJT12 	Cabinet      	2015/01/16	  -1.2252
TEJT13 	Passive Components	2015/01/16	  -1.1031
TEJT14 	Other Electronic C.	2015/01/16	  -1.7016
TEJT15 	Netcom       	2015/01/16	  -0.9485
TEJT16 	IC Manufacturing	2015/01/16	   2.0986
TEJT17 	IC Design    	2015/01/16	  -1.9527
TEJT18 	Electronic Equipment	2015/01/16	  -0.7468
TEJT19 	Telecommunications	2015/01/16	   0.8163
TEJT20 	Information channel	2015/01/16	  -1.0185
TEJT21 	Consumer Electronics	2015/01/16	   0.3007
TEJT22 	Software     	2015/01/16	  -1.1464
TEJF01 	Financial Inst.	2015/01/19	   0.3476
TEJF02 	Insurance    	2015/01/19	   0.2531
TEJF03 	Security and Trust	2015/01/19	  -0.6344
TEJN01 	Cement       	2015/01/19	   0.3549
TEJN02 	Food         	2015/01/19	  -0.3967
TEJN03 	Plastic materials	2015/01/19	   1.4916
TEJN04 	Plastic Products	2015/01/19	  -0.1771
TEJN05 	Spinning     	2015/01/19	   0.3744
TEJN06 	Machine Tools	2015/01/19	  -0.5498
TEJN07 	Motors & Appliances	2015/01/19	   0.3157
TEJN08 	Wire         	2015/01/19	   0.2893
TEJN09 	Medicine     	2015/01/19	  -0.6140
TEJN10 	Medical supplies	2015/01/19	  -0.7178
TEJN11 	Other chemical	2015/01/19	  -0.2340
TEJN12 	Glass ceramic	2015/01/19	  -0.2097
TEJN13 	Papermaking  	2015/01/19	  -0.3455
TEJN14 	Steel        	2015/01/19	   0.0574
TEJN15 	Rubber       	2015/01/19	  -0.2330
TEJN16 	Automobile   	2015/01/19	   0.4294
TEJN17 	Construction 	2015/01/19	  -1.1334
TEJN18 	Ocean Air Trans.	2015/01/19	  -2.3210
