"Open","High","Low","Close","Volume","Adjusted","date"
11577.429688,11750.900391,11577.429688,11670.75,4286670000,11670.75,"2011-01-03"
11670.900391,11766.94043,11582.990234,11691.179688,4796420000,11691.179688,"2011-01-04"
11688.759766,11775.719727,11610.290039,11722.889648,4764920000,11722.889648,"2011-01-05"
11716.929688,11795.780273,11615.30957,11697.30957,4844100000,11697.30957,"2011-01-06"
11696.860352,11761.490234,11578.639648,11674.759766,4963110000,11674.759766,"2011-01-07"
11672.339844,11698.330078,11545.870117,11637.450195,4036450000,11637.450195,"2011-01-10"
11638.509766,11756.570312,11601.570312,11671.879883,4050750000,11671.879883,"2011-01-11"
11673.620117,11814.549805,11673.620117,11755.44043,4226940000,11755.44043,"2011-01-12"
11753.700195,11803.19043,11666.320312,11731.900391,4310840000,11731.900391,"2011-01-13"
11732.200195,11827.110352,11658.410156,11787.379883,4661590000,11787.379883,"2011-01-14"
11783.820312,11909.230469,11740.830078,11837.929688,5284990000,11837.929688,"2011-01-18"
11834.209961,11922.919922,11746.360352,11825.290039,4743710000,11825.290039,"2011-01-19"
11823.700195,11890.150391,11700.679688,11822.799805,4935320000,11822.799805,"2011-01-20"
11824.759766,11960.30957,11802.969727,11871.839844,4935320000,11871.839844,"2011-01-21"
11873.5,12021.240234,11826.580078,11980.519531,3902470000,11980.519531,"2011-01-24"
11979.080078,12072.169922,11840.049805,11977.19043,4595380000,11977.19043,"2011-01-25"
11978.849609,12069.830078,11903.280273,11985.44043,4730980000,11985.44043,"2011-01-26"
11985.360352,12066.719727,11907.709961,11989.830078,4309190000,11989.830078,"2011-01-27"
11990.360352,12047.650391,11775.639648,11823.700195,5618630000,11823.700195,"2011-01-28"
11824.459961,11951.080078,11738.299805,11891.929688,4167160000,11891.929688,"2011-01-31"
11892.5,12082.240234,11892.5,12040.160156,5164500000,12040.160156,"2011-02-01"
12038.269531,12104.110352,11962.730469,12041.969727,4098260000,12041.969727,"2011-02-02"
12040.679688,12105.169922,11957.969727,12062.259766,4370990000,12062.259766,"2011-02-03"
12061.650391,12125.379883,12003.339844,12092.150391,3925950000,12092.150391,"2011-02-04"
12092.379883,12219.450195,12003.339844,12161.629883,3902270000,12161.629883,"2011-02-07"
12152.700195,12258.919922,12114.780273,12233.150391,3881530000,12233.150391,"2011-02-08"
12229.589844,12304.290039,12135.860352,12239.889648,3922240000,12239.889648,"2011-02-09"
12239.660156,12291.349609,12107.400391,12229.290039,4184610000,12229.290039,"2011-02-10"
12227.780273,12326.849609,12138.400391,12273.259766,4219300000,12273.259766,"2011-02-11"
12266.830078,12327,12185.209961,12268.19043,3567040000,12268.19043,"2011-02-14"
12266.75,12293.469727,12146.269531,12226.639648,3926860000,12226.639648,"2011-02-15"
12219.790039,12338.429688,12195.540039,12288.169922,1966450000,12288.169922,"2011-02-16"
12287.790039,12357.5,12216.799805,12318.139648,1966450000,12318.139648,"2011-02-17"
12318.599609,12417.969727,12265.160156,12391.25,1162310000,12391.25,"2011-02-18"
12389.740234,12394.700195,12142.969727,12212.790039,1322780000,12212.790039,"2011-02-22"
12211.80957,12289.839844,12007.389648,12105.780273,1330340000,12105.780273,"2011-02-23"
12104.639648,12202.69043,11960.620117,12068.5,1222900000,12068.5,"2011-02-24"
12060.929688,12202.200195,12043.830078,12130.450195,3836030000,12130.450195,"2011-02-25"
12130.219727,12293.469727,12112.280273,12226.339844,1252850000,12226.339844,"2011-02-28"
12226.570312,12304.030273,12036,12058.019531,1180420000,12058.019531,"2011-03-01"
12057.339844,12154.969727,11970.080078,12066.799805,1.025e+09,12066.799805,"2011-03-02"
12068.009766,12317.839844,12068.009766,12258.200195,4340470000,12258.200195,"2011-03-03"
12258.879883,12306.259766,12056.80957,12169.879883,4223740000,12169.879883,"2011-03-04"
12171.089844,12268.870117,12025.509766,12090.030273,3964730000,12090.030273,"2011-03-07"
12085.799805,12276.370117,12039.019531,12214.379883,4531420000,12214.379883,"2011-03-08"
12211.160156,12293.740234,12106.679688,12213.089844,3709520000,12213.089844,"2011-03-09"
12211.429688,12211.429688,11924.480469,11984.610352,4723020000,11984.610352,"2011-03-10"
11976.959961,12087.009766,11936.320312,12044.400391,3740400000,12044.400391,"2011-03-11"
12042.129883,12058.44043,11873.429688,11993.160156,4050370000,11993.160156,"2011-03-14"
11988.69043,11988.69043,11648.5,11855.419922,5201400000,11855.419922,"2011-03-15"
11854.129883,11862.080078,11548.139648,11613.299805,5.833e+09,11613.299805,"2011-03-16"
11614.820312,11842.549805,11614.820312,11774.589844,4134950000,11774.589844,"2011-03-17"
11777.230469,11971.139648,11777.230469,11858.519531,4685500000,11858.519531,"2011-03-18"
11860.110352,12117.879883,11860.110352,12036.530273,4223730000,12036.530273,"2011-03-21"
12036.370117,12096.009766,11965.379883,12018.629883,3576550000,12018.629883,"2011-03-22"
12018.400391,12131.889648,11936.700195,12086.019531,3842350000,12086.019531,"2011-03-23"
12087.540039,12221.080078,12064.599609,12170.55957,4223740000,12170.55957,"2011-03-24"
12170.709961,12290.290039,12143.620117,12220.589844,4223740000,12220.589844,"2011-03-25"
12221.19043,12305.200195,12177.450195,12197.879883,3215170000,12197.879883,"2011-03-28"
12193.870117,12310.349609,12141.650391,12279.009766,3482580000,12279.009766,"2011-03-29"
12280.070312,12413.429688,12271.519531,12350.610352,3809570000,12350.610352,"2011-03-30"
12350.839844,12422.959961,12277.049805,12319.730469,3566270000,12319.730469,"2011-03-31"
12321.019531,12454.519531,12301.110352,12376.719727,4223740000,12376.719727,"2011-04-01"
