Date,Date,Close,Open,High,Low,Volume,ROI
2014-01-02,2014-01-02,45.05,44.8,45.22,44.64,3111,0.5587
2014-01-03,2014-01-03,44.64,44.89,45.14,44.47,5330,-0.9259
2014-01-06,2014-01-06,44.64,44.72,44.89,44.47,3446,0.0
2014-01-07,2014-01-07,44.55,44.72,44.89,44.55,3722,-0.1869
2014-01-08,2014-01-08,44.39,44.47,44.8,44.39,5631,-0.3745
2014-01-09,2014-01-09,43.63,44.39,44.39,43.63,9230,-1.6917
2014-01-10,2014-01-10,43.55,43.63,43.8,43.47,4946,-0.1912
2014-01-13,2014-01-13,43.55,43.63,43.89,43.47,4368,0.0
2014-01-14,2014-01-14,43.47,43.38,43.55,42.97,5960,-0.1916
2014-01-15,2014-01-15,43.47,43.47,43.63,43.22,9380,0.0
2014-01-16,2014-01-16,43.05,43.55,43.72,43.05,7594,-0.9597
2014-01-17,2014-01-17,42.88,43.05,43.13,42.63,7670,-0.3876
2014-01-20,2014-01-20,42.63,42.72,42.88,42.55,6008,-0.5837
2014-01-21,2014-01-21,42.3,42.63,42.72,42.13,12265,-0.7828
2014-01-22,2014-01-22,41.8,42.13,42.13,41.67,20944,-1.1834
2014-01-23,2014-01-23,41.88,41.8,42.05,41.72,15384,0.1996
2014-01-24,2014-01-24,41.88,41.88,41.88,41.72,17872,0.0
2014-01-27,2014-01-27,41.72,41.72,41.8,41.34,17836,-0.3984
2014-02-05,2014-02-05,40.38,41.01,41.01,40.38,28866,-3.2
2014-02-06,2014-02-06,39.71,40.38,40.63,39.67,25790,-1.6529
2014-02-07,2014-02-07,40.21,39.88,40.67,39.8,16839,1.2605
2014-02-10,2014-02-10,40.21,40.34,40.71,40.17,7788,0.0
2014-02-11,2014-02-11,40.55,40.21,40.59,40.21,7572,0.8299
2014-02-12,2014-02-12,40.3,40.76,40.76,40.17,11448,-0.6173
2014-02-13,2014-02-13,39.76,40.3,40.3,39.55,13500,-1.3458
2014-02-14,2014-02-14,40.8,40.05,41.01,40.05,37422,2.6233
2014-02-17,2014-02-17,41.13,41.05,41.22,40.97,20623,0.818
2014-02-18,2014-02-18,41.72,41.22,41.72,41.22,19875,1.4199
2014-02-19,2014-02-19,41.72,41.8,41.8,41.34,11472,0.0
2014-02-20,2014-02-20,40.88,41.47,41.51,40.88,10564,-2.0
2014-02-21,2014-02-21,41.67,41.05,41.67,41.01,10836,1.9388
2014-02-24,2014-02-24,41.55,41.72,41.72,41.26,6820,-0.3003
2014-02-25,2014-02-25,41.34,41.51,41.72,41.3,6573,-0.502
2014-02-26,2014-02-26,41.72,41.38,42.13,41.38,19930,0.9082
2014-02-27,2014-02-27,42.22,42.05,42.38,41.8,13994,1.2
2014-03-03,2014-03-03,41.67,42.13,42.22,41.3,13414,-1.2846
2014-03-04,2014-03-04,41.47,41.22,41.51,41.22,9871,-0.5005
2014-03-05,2014-03-05,41.72,41.55,41.72,41.55,6985,0.6036
2014-03-06,2014-03-06,42.22,41.72,42.22,41.63,12313,1.2
2014-03-07,2014-03-07,41.97,42.38,42.72,41.8,14489,-0.5929
2014-03-10,2014-03-10,42.38,41.72,42.55,41.72,8577,0.9940000000000001
2014-03-11,2014-03-11,42.22,42.63,42.63,42.22,6075,-0.3937
2014-03-12,2014-03-12,42.3,42.13,42.3,41.72,5734,0.1976
2014-03-13,2014-03-13,42.63,42.22,43.05,42.13,16157,0.789
2014-03-14,2014-03-14,43.89,42.63,44.3,42.47,27363,2.9354
2014-03-17,2014-03-17,43.89,44.22,44.72,43.8,13321,0.0
2014-03-18,2014-03-18,43.55,44.55,44.55,43.38,9722,-0.7605
2014-03-19,2014-03-19,43.13,43.55,43.89,42.97,10092,-0.9579
2014-03-20,2014-03-20,42.05,42.72,42.72,41.97,16691,-2.5145
2014-03-21,2014-03-21,41.88,42.05,42.05,41.88,11330,-0.3968
2014-03-24,2014-03-24,41.97,41.72,42.05,41.59,7616,0.1992
2014-03-25,2014-03-25,42.13,41.72,42.47,41.72,8928,0.3976
2014-03-26,2014-03-26,42.88,42.47,43.22,42.38,6794,1.7822
2014-03-27,2014-03-27,43.13,43.22,43.3,42.88,5094,0.5837
2014-03-28,2014-03-28,43.38,42.97,43.38,42.97,6687,0.5803
2014-03-31,2014-03-31,44.22,43.63,44.39,43.63,15517,1.9231
2014-04-01,2014-04-01,43.22,43.63,43.97,43.05,13964,-2.2642
2014-04-02,2014-04-02,42.8,43.38,43.72,42.8,12850,-0.9653
2014-04-03,2014-04-03,42.8,42.97,42.97,42.63,7770,0.0
2014-04-07,2014-04-07,42.63,42.63,42.8,42.55,10081,-0.3899
2014-04-08,2014-04-08,42.55,42.63,43.05,42.55,14959,-0.1957
2014-04-09,2014-04-09,42.63,42.55,42.72,42.3,9547,0.1961
2014-04-10,2014-04-10,43.05,42.8,43.05,42.63,8874,0.9785
2014-04-11,2014-04-11,42.55,42.8,42.88,42.13,10756,-1.1628
2014-04-14,2014-04-14,42.8,42.55,42.8,42.3,5033,0.5882
2014-04-15,2014-04-15,42.63,43.05,43.13,42.55,7261,-0.3899
2014-04-16,2014-04-16,42.72,42.8,43.05,42.63,5327,0.1957
2014-04-17,2014-04-17,42.55,42.88,42.97,42.55,4793,-0.3906
2014-04-18,2014-04-18,42.55,42.97,42.97,42.55,3255,0.0
2014-04-21,2014-04-21,42.72,42.55,42.8,42.55,2414,0.3922
2014-04-22,2014-04-22,42.88,42.97,42.97,42.72,3402,0.3906
2014-04-23,2014-04-23,43.8,43.05,44.22,42.97,13788,2.1401
2014-04-24,2014-04-24,43.38,43.8,43.89,43.22,6711,-0.9524
2014-04-25,2014-04-25,42.97,43.38,43.38,42.55,8706,-0.9615
2014-04-28,2014-04-28,42.88,42.55,43.3,42.55,6815,-0.1942
2014-04-29,2014-04-29,42.97,43.3,43.3,42.8,3883,0.1946
2014-04-30,2014-04-30,42.63,43.3,43.3,42.63,7376,-0.7767
2014-05-02,2014-05-02,42.97,43.22,43.3,42.8,3880,0.7828
2014-05-05,2014-05-05,42.97,42.97,43.22,42.88,3031,0.0
2014-05-06,2014-05-06,42.63,42.97,42.97,42.38,5454,-0.7767
2014-05-07,2014-05-07,42.55,42.63,42.8,42.47,5076,-0.1957
2014-05-08,2014-05-08,42.97,42.97,42.97,42.55,3479,0.9804
2014-05-09,2014-05-09,42.88,42.97,42.97,42.63,3775,-0.1942
2014-05-12,2014-05-12,42.22,42.72,42.88,42.13,6827,-1.5564
2014-05-13,2014-05-13,42.38,42.55,42.8,42.38,5435,0.3953
2014-05-14,2014-05-14,43.05,42.55,43.05,42.38,5472,1.5748
2014-05-15,2014-05-15,43.13,43.05,43.13,42.55,4145,0.1938
2014-05-16,2014-05-16,43.13,43.13,43.13,42.72,3821,0.0
2014-05-19,2014-05-19,43.05,43.05,43.13,42.8,3479,-0.1934
2014-05-20,2014-05-20,42.8,42.8,42.97,42.72,3135,-0.5814
2014-05-21,2014-05-21,42.97,42.97,42.97,42.63,2394,0.3899
2014-05-22,2014-05-22,43.38,42.97,43.38,42.63,9034,0.9709
2014-05-23,2014-05-23,43.47,43.13,43.47,43.05,12285,0.1923
2014-05-26,2014-05-26,44.14,43.47,44.22,43.3,7890,1.5355
2014-05-27,2014-05-27,44.05,44.05,44.22,43.55,4918,-0.18899999999999997
2014-05-28,2014-05-28,44.22,44.05,44.22,43.8,7023,0.3788
2014-05-29,2014-05-29,44.47,44.22,44.47,44.05,6978,0.5660000000000001
2014-05-30,2014-05-30,43.8,44.47,44.47,43.72,9746,-1.5009
2014-06-03,2014-06-03,44.22,43.97,44.22,43.72,4916,0.9524
2014-06-04,2014-06-04,43.47,44.05,44.05,43.47,5571,-1.6981
2014-06-05,2014-06-05,43.55,43.63,43.63,43.22,6023,0.1919
2014-06-06,2014-06-06,43.63,43.55,43.72,43.38,2455,0.1916
2014-06-09,2014-06-09,44.05,43.63,44.05,43.55,2429,0.956
2014-06-10,2014-06-10,44.14,44.05,44.22,43.8,5203,0.1894
2014-06-11,2014-06-11,44.22,44.05,44.22,43.72,5996,0.18899999999999997
