Date	Close	Open	High	Low	Volume
2015-04-29	138.49	139.89	140.82	138.03	37440
2015-04-30	137.09	137.09	138.49	136.63	48982
2015-05-04	137.56	138.49	138.49	136.16	30868
2015-05-05	137.09	137.56	138.03	136.16	27789
2015-05-06	137.56	135.69	138.03	135.69	18824
2015-05-07	136.63	136.16	137.56	136.16	21908
2015-05-08	136.63	136.16	137.56	136.16	20035
2015-05-11	138.49	138.96	138.96	137.09	20402
2015-05-12	137.56	137.09	138.49	137.09	24956
2015-05-13	138.03	137.56	138.96	137.09	19437
2015-05-14	136.16	138.03	138.49	136.16	39888
2015-05-15	136.63	137.09	137.09	135.23	24831
2015-05-18	136.63	137.09	137.09	135.23	26212
2015-05-19	136.63	135.69	137.56	135.23	26321
2015-05-20	136.63	136.63	137.09	136.16	26984
2015-05-21	135.69	136.16	136.63	134.76	41286
2015-05-22	135.69	136.16	137.09	135.23	22103
2015-05-25	137.56	136.63	137.56	135.69	16323
2015-05-26	136.63	138.49	138.49	136.63	16069
2015-05-27	135.23	135.69	137.09	135.23	24257
2015-05-28	137.09	137.09	137.56	136.16	36704
2015-05-29	136.16	137.09	137.56	135.69	61983
2015-06-01	135.23	135.69	136.16	134.3	31646
2015-06-02	134.3	134.76	134.76	133.83	33433
2015-06-03	133.36	133.83	134.76	133.36	30174
2015-06-04	131.5	132.43	132.9	130.56	62313
2015-06-05	130.56	130.1	131.03	129.63	42846
2015-06-08	129.17	130.1	130.56	129.17	45637
2015-06-09	129.63	129.17	130.56	128.7	31663
2015-06-10	130.1	131.5	131.96	130.1	37243
2015-06-11	133.83	131.5	134.3	131.5	46455
2015-06-12	134.76	134.3	134.76	132.9	35243
2015-06-15	133.36	134.76	134.76	132.9	23775
2015-06-16	132.43	133.36	133.36	131.5	28696
2015-06-17	132.9	133.36	133.83	132.43	31675
2015-06-18	132.43	132.43	133.36	132.43	28627
2015-06-22	132.43	132.43	133.83	132.43	29598
2015-06-23	134.76	133.36	135.23	132.9	37809
2015-06-24	135.23	134.76	135.23	133.83	21134
2015-06-25	136.63	135.23	137.09	135.23	45571
2015-06-26	136.16	137.09	137.56	135.69	34170
2015-06-29	133.27	135.2	135.68	133.27	53096
2015-06-30	135.2	133.75	135.2	133.27	45375
2015-07-01	135.68	134.72	137.12	133.75	33330
2015-07-02	136.16	135.2	136.64	135.2	24309
2015-07-03	137.12	136.16	137.12	134.72	17091
2015-07-06	135.2	135.68	136.16	135.2	20683
2015-07-07	135.2	135.68	136.64	135.2	26545
2015-07-08	132.79	135.2	135.68	132.79	52066
2015-07-09	131.35	128.94	132.79	128.94	53784
2015-07-13	133.27	131.83	134.24	131.83	35404
2015-07-14	133.27	134.24	135.2	132.79	27574
2015-07-15	133.27	133.75	134.24	132.79	23485
2015-07-16	131.35	134.72	134.72	130.39	37250
2015-07-17	134.72	132.79	134.72	132.79	55848
2015-07-20	133.75	136.16	136.64	133.27	27906
2015-07-21	135.2	135.68	136.16	134.24	21857
2015-07-22	133.75	133.75	134.24	132.79	27408
2015-07-23	130.87	131.83	132.31	130.87	38176
2015-07-24	131.83	132.79	132.79	130.87	39062
2015-07-27	128.94	129.91	130.39	128.94	45080
2015-07-28	128.94	129.91	131.35	128.94	35777
2015-07-29	130.39	129.91	130.87	129.42	30500
2015-07-30	133.27	130.87	133.75	130.87	37085
2015-07-31	134.24	135.2	135.2	132.31	40479
2015-08-03	129.42	133.27	133.27	129.42	33815
2015-08-04	131.35	129.91	131.35	129.42	27514
2015-08-05	128.94	130.39	130.39	128.94	28577
2015-08-06	128.94	130.87	130.87	127.02	39658
2015-08-07	127.98	127.98	128.46	126.54	30591
2015-08-10	124.13	126.06	126.06	120.76	65582
2015-08-11	125.58	128.46	128.46	125.58	65988
2015-08-12	123.65	124.61	125.09	122.69	45838
2015-08-13	123.17	124.13	125.09	122.69	43697
2015-08-14	121.25	123.17	123.65	120.28	40366
2015-08-17	119.32	120.76	120.76	118.36	38956
2015-08-18	121.25	120.28	121.73	120.28	41823
2015-08-19	120.28	122.69	122.69	119.32	47213
2015-08-20	121.25	119.8	121.25	118.84	38767
2015-08-21	116.43	118.36	119.8	116.43	67341
2015-08-24	110.66	115.47	116.43	108.25	118882
2015-08-25	118.84	113.55	119.32	113.07	99479
2015-08-26	117.88	116.43	119.8	114.99	65899
2015-08-27	119.32	120.28	120.28	117.4	53549
2015-08-28	120.28	122.21	122.21	119.8	41879
2015-08-31	124.13	121.25	124.13	118.84	57088
2015-09-01	119.32	122.69	122.69	119.32	42394
2015-09-02	120.76	118.36	122.21	118.36	37232
2015-09-03	122.21	122.69	122.69	120.28	24054
2015-09-04	120.28	121.73	122.21	118.84	23047
2015-09-07	117.88	119.8	121.25	117.4	26152
2015-09-08	118.36	117.88	118.84	117.4	15112
2015-09-09	124.13	121.73	124.13	121.73	53969
2015-09-10	120.28	122.21	123.17	120.28	34029
2015-09-11	122.69	120.76	122.69	119.32	24548
2015-09-14	122.69	123.17	124.13	121.25	25582
2015-09-15	121.25	122.69	123.17	120.76	22223
2015-09-16	124.61	123.17	125.09	122.69	44137
2015-09-17	126.06	125.58	126.54	125.09	52529
2015-09-18	126.54	124.61	126.54	124.13	32590
2015-09-21	124.61	125.09	125.09	123.65	35271
2015-09-22	124.13	125.09	125.09	123.65	18378
2015-09-23	119.8	122.21	122.69	119.8	35523
2015-09-24	122.21	122.21	123.17	120.76	44708
2015-09-25	122.21	122.21	122.69	120.28	24688
2015-09-30	125.09	123.17	126.06	122.21	76377
2015-10-01	128.46	126.06	128.94	124.61	53400
2015-10-02	127.02	127.5	127.5	126.54	25252
2015-10-05	127.5	127.98	128.46	126.54	30895
2015-10-06	127.98	129.91	130.39	127.5	49925
2015-10-07	129.91	128.46	129.91	127.98	32541
2015-10-08	130.87	131.83	131.83	129.91	32054
2015-10-12	133.27	131.83	133.75	131.35	51617
2015-10-13	132.31	133.27	133.27	130.87	37227
2015-10-14	131.35	131.35	132.31	130.87	65521
2015-10-15	134.72	133.75	135.68	133.75	73316
2015-10-16	132.31	131.83	132.31	130.87	37189
2015-10-19	132.79	133.27	133.75	131.83	26173
2015-10-20	133.75	133.75	133.75	132.31	28795
2015-10-21	133.27	134.24	134.72	132.31	20006
2015-10-22	132.31	132.79	133.27	131.83	15168
2015-10-23	134.72	134.72	135.2	133.75	35666
2015-10-26	134.72	135.2	135.2	133.75	24412
2015-10-27	133.75	133.27	134.72	132.31	26557
2015-10-28	132.79	131.83	133.75	131.83	22557
2015-10-29	131.35	133.75	134.24	131.35	20463
2015-10-30	131.35	131.83	132.31	130.87	28293
2015-11-02	132.31	133.27	133.27	130.39	22789
2015-11-03	134.24	133.27	134.72	132.79	36442
2015-11-04	139.05	136.16	139.05	135.68	75685
2015-11-05	137.12	138.57	139.05	137.12	37827
2015-11-06	134.72	138.57	138.57	133.75	51889
2015-11-09	136.64	135.68	137.6	135.2	24863
2015-11-10	134.24	136.16	136.16	133.75	23336
2015-11-11	132.31	135.2	135.2	131.35	29463
2015-11-12	133.27	133.27	133.75	132.79	16485
2015-11-13	130.87	132.31	133.75	130.87	22956
2015-11-16	129.91	128.94	130.39	128.94	32132
2015-11-17	133.27	132.79	134.72	132.31	28224
2015-11-18	131.83	134.24	134.72	131.35	29455
2015-11-19	135.2	133.27	135.2	132.79	28723
2015-11-20	135.68	135.2	135.68	134.72	21649
2015-11-23	135.68	135.68	136.16	134.72	20543
2015-11-24	134.24	134.72	136.16	134.24	23245
2015-11-25	135.68	134.24	135.68	133.27	34540
2015-11-26	137.12	135.68	137.12	134.72	32927
2015-11-27	133.75	137.6	137.6	133.75	26742
2015-11-30	133.75	131.35	133.75	130.87	110350
2015-12-01	137.12	135.2	137.12	133.27	48931
2015-12-02	137.12	138.57	138.57	136.64	31767
2015-12-03	137.12	136.16	137.6	136.16	28204
2015-12-04	135.2	135.68	137.12	135.2	31780
2015-12-07	138.08	136.64	139.05	136.64	41097
2015-12-08	137.12	138.08	138.57	135.68	34037
2015-12-09	135.2	136.64	136.64	135.2	30640
2015-12-10	135.68	135.2	136.16	133.75	41487
2015-12-11	134.24	135.68	136.64	133.75	32030
2015-12-14	133.75	132.31	134.24	132.31	37666
2015-12-15	132.79	134.24	135.2	132.79	27973
2015-12-16	138.08	136.64	138.57	135.68	58669
2015-12-17	139.53	139.05	139.53	137.6	34710
2015-12-18	136.64	137.6	139.53	136.64	41615
2015-12-21	136.16	136.16	137.12	135.2	26939
2015-12-22	136.64	135.68	136.64	135.2	17209
2015-12-23	136.16	135.68	137.6	135.2	18152
2015-12-24	136.64	137.6	138.08	136.64	13495
2015-12-25	137.6	136.64	138.08	136.64	6168
2015-12-28	138.08	138.08	138.57	137.6	10831
2015-12-29	136.64	138.08	138.57	136.16	12968
2015-12-30	137.12	137.12	138.57	136.64	14713
2015-12-31	137.6	136.64	138.57	135.68	18677
2016-01-04	134.24	137.12	138.08	133.75	43800
2016-01-05	132.79	133.75	134.72	131.83	46502
2016-01-06	130.39	132.79	132.79	129.91	53873
2016-01-07	127.98	129.42	129.91	125.58	63475
2016-01-08	128.94	127.02	129.91	127.02	52641
2016-01-11	127.98	127.98	129.42	125.58	48536
2016-01-12	127.98	127.98	128.94	126.54	35133
2016-01-13	128.46	128.46	130.39	127.98	50237
2016-01-14	126.54	125.58	127.02	125.58	39498
2016-01-15	131.83	132.31	132.79	130.39	79648
2016-01-18	131.83	129.91	132.79	129.42	37008
2016-01-19	132.79	132.31	132.79	130.87	24995
2016-01-20	129.42	132.31	132.31	128.46	44423
2016-01-21	129.91	128.94	131.35	128.94	31957
2016-01-22	133.27	131.35	133.27	130.87	33926
2016-01-25	134.24	134.72	134.72	133.75	27213
2016-01-26	132.31	132.31	133.75	131.83	24102
2016-01-27	134.24	133.75	134.24	133.27	24547
2016-01-28	134.72	132.79	135.2	132.79	37913
2016-01-29	137.6	133.27	137.6	132.79	57557
2016-01-30	136.64	137.12	137.6	135.68	11865
2016-02-01	138.57	138.57	138.57	136.16	43828
2016-02-02	137.12	138.57	139.05	136.16	25400
2016-02-03	140.49	139.53	140.49	139.05	71652
2016-02-15	139.53	136.64	140.97	136.64	77064
2016-02-16	141.93	140.49	142.42	140.01	56361
2016-02-17	142.42	143.38	143.38	141.45	38486
2016-02-18	145.3	144.34	145.3	143.86	61877
2016-02-19	145.3	143.38	145.3	143.38	37444
2016-02-22	145.3	143.86	146.75	143.86	29751
2016-02-23	143.86	144.82	145.3	143.38	22500
2016-02-24	142.42	143.86	144.82	141.45	22082
2016-02-25	144.82	143.38	145.3	142.9	25233
2016-02-26	143.38	145.3	145.78	142.42	46425
2016-03-01	146.26	142.9	146.26	142.9	44046
2016-03-02	147.23	148.19	148.67	147.23	36101
2016-03-03	148.19	148.19	148.67	147.23	28867
2016-03-04	146.75	147.23	147.71	145.78	37794
2016-03-07	146.26	146.75	147.71	145.3	24052
2016-03-08	146.26	145.3	146.26	143.86	40643
2016-03-09	147.23	146.26	147.23	144.82	24634
2016-03-10	148.67	147.23	148.67	145.78	31343
2016-03-11	149.15	148.67	149.15	147.23	31297
2016-03-14	150.11	150.59	151.56	149.63	32987
2016-03-15	148.67	149.15	150.59	147.23	29437
2016-03-16	150.11	149.63	150.11	148.19	31126
2016-03-17	152.52	153.48	153.96	151.56	52228
2016-03-18	153.48	152.52	153.48	152.52	57866
2016-03-21	153.96	153.96	153.96	152.04	27687
2016-03-22	152.52	153.48	153.48	151.08	29303
2016-03-23	153.48	152.52	153.48	152.04	29439
2016-03-24	152.52	152.04	153.0	151.08	25198
2016-03-25	152.04	152.52	153.0	151.08	10970
2016-03-28	153.0	152.04	153.0	151.08	15857
2016-03-29	153.0	152.52	153.48	152.04	19152
2016-03-30	155.41	152.52	155.89	152.52	46113
2016-03-31	155.89	155.89	156.85	153.0	54094
2016-04-01	152.52	154.92	154.92	151.56	34544
2016-04-06	147.71	149.63	150.11	147.71	63133
2016-04-07	148.67	149.15	149.15	146.75	35933
2016-04-08	151.56	148.19	152.04	148.19	42324
2016-04-11	152.52	150.11	153.0	149.63	23189
2016-04-12	152.52	151.56	153.48	151.56	14877
2016-04-13	155.41	153.96	155.89	153.48	40333
2016-04-14	155.41	155.89	156.37	153.96	31377
2016-04-15	153.48	151.08	153.96	150.11	50339
2016-04-18	152.04	152.04	152.52	151.56	20876
2016-04-19	151.56	153.96	154.92	151.08	27622
2016-04-20	148.19	151.56	152.04	148.19	43418
2016-04-21	151.08	150.11	151.08	148.19	30419
2016-04-22	150.59	149.63	152.04	149.15	29237
2016-04-25	151.56	150.59	151.56	150.11	14669
2016-04-26	152.04	150.59	152.52	150.59	18539
2016-04-27	150.59	150.11	151.56	149.63	36967
2016-04-28	147.23	151.56	152.04	147.23	49282
2016-04-29	144.34	145.3	145.3	143.38	75959
2016-05-03	141.93	142.42	142.9	140.97	68909
2016-05-04	141.45	141.45	143.38	140.97	55586
2016-05-05	141.93	141.93	142.9	140.49	40687
2016-05-06	142.42	142.9	142.9	141.45	39401
2016-05-09	141.93	142.9	143.38	140.97	39783
2016-05-10	141.45	141.45	142.42	140.97	39210
2016-05-11	141.45	142.9	143.38	140.97	45610
2016-05-12	140.49	141.45	142.42	140.49	24008
2016-05-13	138.57	139.53	140.01	137.6	60713
2016-05-16	139.05	137.6	140.01	137.6	32239
2016-05-17	141.45	140.01	141.45	139.53	32716
2016-05-18	141.45	140.49	141.45	139.53	31106
2016-05-19	141.45	142.42	142.9	140.01	35192
2016-05-20	142.9	141.93	143.86	141.45	38046
2016-05-23	148.19	144.82	148.67	143.86	50174
2016-05-24	145.3	146.75	147.71	145.3	25677
2016-05-25	148.67	147.71	149.15	146.75	35410
2016-05-26	149.15	148.67	149.15	147.71	18822
2016-05-27	150.59	150.11	150.59	148.67	26617
2016-05-30	151.08	151.08	152.04	149.15	38311
2016-05-31	150.59	150.59	151.56	149.15	70177
2016-06-01	153.0	150.11	153.0	150.11	27743
2016-06-02	153.0	153.0	153.96	152.04	21999
2016-06-03	154.44	153.0	154.44	153.0	32020
2016-06-04	153.96	153.96	153.96	153.48	2631
2016-06-06	154.92	154.92	155.89	153.96	28898
2016-06-07	155.89	155.41	157.33	154.92	47573
2016-06-08	159.25	157.81	159.74	157.33	45587
2016-06-13	155.89	154.92	156.37	154.92	54689
2016-06-14	155.89	154.92	156.85	154.92	27823
2016-06-15	156.85	155.89	156.85	154.92	29328
2016-06-16	154.44	155.41	156.37	153.48	36957
2016-06-17	156.85	156.37	158.29	155.89	31326
2016-06-20	156.85	158.29	158.77	156.85	24949
2016-06-21	159.25	157.81	159.25	157.33	28042
2016-06-22	159.74	158.29	159.74	157.33	30409
2016-06-23	157.81	159.25	159.74	157.81	22592
2016-06-24	153.0	157.81	157.81	148.67	86994
2016-06-27	155.5	154.5	156.0	154.0	43401
2016-06-28	157.0	155.5	157.5	155.0	39095
2016-06-29	159.0	158.5	160.0	158.0	32131
2016-06-30	162.5	161.0	163.0	159.5	42854
2016-07-01	166.0	164.5	166.0	163.5	36577
2016-07-04	166.0	165.5	166.5	164.5	25968
2016-07-05	164.0	165.0	165.5	164.0	16422
2016-07-06	161.5	163.0	163.0	160.5	35100
2016-07-07	164.5	163.5	165.0	163.0	24442
2016-07-11	170.0	170.0	170.5	168.5	53434
2016-07-12	171.0	171.0	171.5	169.5	42128
2016-07-13	168.5	169.5	170.0	167.0	51719
2016-07-14	169.0	167.0	170.0	167.0	36131
2016-07-15	169.5	168.0	169.5	166.5	41822
2016-07-18	169.5	168.0	170.0	168.0	24774
2016-07-19	170.5	170.5	170.5	169.0	43707
2016-07-20	170.0	170.0	170.5	169.0	39076
2016-07-21	172.0	171.0	172.0	170.0	35220
2016-07-22	171.0	172.0	172.0	170.5	29804
2016-07-25	171.5	172.0	173.0	169.0	27180
2016-07-26	173.0	172.0	173.0	171.5	32736
2016-07-27	175.0	175.0	176.0	174.5	36108
2016-07-28	176.5	175.0	176.5	173.0	31138
2016-07-29	172.5	177.0	177.0	172.5	30008
2016-08-01	177.0	175.0	177.0	174.5	34703
2016-08-02	176.0	177.5	177.5	175.5	15366
2016-08-03	172.5	172.5	174.0	172.0	21652
2016-08-04	174.5	173.0	174.5	172.5	14292
2016-08-05	177.0	175.0	177.5	174.0	25803
2016-08-08	178.0	178.0	178.0	176.5	16241
2016-08-09	178.5	178.5	179.5	177.0	16443
2016-08-10	179.5	179.0	179.5	178.0	19307
2016-08-11	176.5	177.5	178.0	175.5	28216
2016-08-12	177.5	178.5	178.5	177.0	23986
2016-08-15	179.0	178.5	179.0	177.5	13660
2016-08-16	175.5	178.0	179.0	175.0	34284
2016-08-17	177.0	177.0	177.5	176.0	24169
2016-08-18	176.0	176.0	176.5	175.0	27899
2016-08-19	174.5	177.0	177.5	174.0	23496
2016-08-22	173.0	173.0	174.0	171.5	21822
2016-08-23	174.0	174.0	175.0	173.5	21467
2016-08-24	173.5	175.0	175.5	173.5	12532
2016-08-25	177.0	175.0	177.0	174.5	23973
2016-08-26	177.0	175.0	177.0	175.0	15804
2016-08-29	176.5	175.0	177.0	174.0	16967
2016-08-30	174.5	176.0	176.5	174.0	19752
2016-08-31	176.0	176.5	177.0	174.5	42461
2016-09-01	173.5	176.0	176.0	173.0	26101
2016-09-02	174.5	176.5	176.5	174.0	19489
2016-09-05	176.5	176.5	177.5	176.5	27982
2016-09-06	179.0	177.0	179.0	176.5	29646
2016-09-07	184.0	180.5	185.0	180.0	50851
2016-09-08	183.0	182.5	184.5	182.5	30307
2016-09-09	179.5	181.0	181.0	179.5	30635
2016-09-10	178.0	177.0	179.0	176.0	15470
2016-09-12	175.0	177.5	177.5	174.0	42751
2016-09-13	175.0	176.5	176.5	173.5	38438
2016-09-14	173.5	174.0	176.0	173.5	52966
2016-09-19	182.5	179.5	183.0	178.5	57296
2016-09-20	183.0	182.0	183.5	181.5	23647
2016-09-21	184.0	181.0	184.0	180.5	26261
2016-09-22	185.5	185.0	185.5	183.5	21213
2016-09-23	187.5	185.0	187.5	184.5	23141
2016-09-26	183.0	183.5	185.0	183.0	25218
2016-09-29	185.5	185.5	187.5	185.5	57778
2016-09-30	182.5	185.5	186.5	182.5	45163
2016-10-03	186.0	186.0	186.5	184.5	18987
2016-10-04	187.0	185.0	187.0	185.0	17139
2016-10-05	186.0	186.0	186.0	184.5	19144
2016-10-06	187.5	185.0	187.5	185.0	15715
2016-10-07	188.0	188.0	188.0	186.0	15870
2016-10-11	187.5	191.0	191.0	186.0	31107
2016-10-12	189.5	186.5	190.0	186.0	24592
2016-10-13	188.5	190.5	191.0	187.0	40728
2016-10-14	188.0	187.0	189.0	186.5	34340
2016-10-17	186.5	186.5	187.5	185.0	37878
2016-10-18	187.0	186.5	187.0	185.5	40651
2016-10-19	189.5	187.5	189.5	187.5	38143
2016-10-20	190.5	189.5	190.5	189.0	15736
2016-10-21	188.5	191.0	192.0	188.5	22316
2016-10-24	191.0	191.0	191.0	189.5	14381
2016-10-25	193.0	192.0	193.0	191.0	19145
2016-10-26	191.5	190.5	192.5	190.5	24885
2016-10-27	188.5	191.5	191.5	188.5	26883
2016-10-28	189.5	189.5	190.0	188.5	33106
2016-10-31	188.5	189.0	190.5	186.5	25830
2016-11-01	189.5	188.5	189.5	187.5	15128
2016-11-02	186.0	187.5	188.0	186.0	16529
2016-11-03	184.5	185.5	186.5	184.5	25531
2016-11-04	184.5	184.5	186.0	184.0	15107
2016-11-07	189.0	186.5	189.0	186.0	21430
2016-11-08	188.5	190.0	190.0	188.0	15954
2016-11-09	182.0	190.0	190.5	182.0	55579
2016-11-10	185.5	187.0	188.0	185.5	38869
2016-11-11	181.5	181.5	183.0	181.0	67636
2016-11-14	180.5	181.0	182.0	180.0	48032
2016-11-15	180.0	179.5	182.0	179.0	33528
2016-11-16	180.0	180.5	183.0	180.0	35293
2016-11-17	181.5	182.0	182.5	180.5	23256
2016-11-18	181.0	181.5	181.5	180.0	23731
2016-11-21	181.0	180.5	181.5	180.0	15622
2016-11-22	184.0	182.0	185.0	181.5	31348
2016-11-23	185.5	184.5	186.5	184.0	23068
2016-11-24	183.0	184.0	185.0	183.0	19098
2016-11-25	182.0	182.5	183.5	182.0	10226
2016-11-28	184.0	181.5	184.0	181.5	22360
2016-11-29	182.0	183.5	185.0	182.0	26894
2016-11-30	183.0	181.5	183.0	181.5	54053
2016-12-01	183.0	182.0	183.0	181.5	13923
2016-12-02	178.0	179.0	179.5	178.0	53946
2016-12-05	179.0	178.0	180.0	178.0	32249
2016-12-06	182.0	181.0	183.0	180.5	27728
2016-12-07	181.5	183.0	183.5	181.5	14529
2016-12-08	185.5	184.0	185.5	183.0	27276
2016-12-09	186.0	186.0	186.0	184.5	24890
2016-12-12	185.0	186.0	187.0	184.0	18817
2016-12-13	186.0	186.5	186.5	184.5	23692
2016-12-14	187.5	186.5	187.5	185.5	16768
2016-12-15	187.0	185.0	187.5	184.5	24244
2016-12-16	185.0	185.5	187.0	185.0	36266
2016-12-19	182.5	184.0	184.5	182.5	20553
2016-12-20	182.5	181.0	182.5	180.0	24243
2016-12-21	180.0	181.0	182.0	180.0	32234
2016-12-22	179.0	180.0	180.5	179.0	26509
2016-12-23	178.5	179.0	180.0	178.5	24376
2016-12-26	179.5	179.0	180.0	179.0	5694
2016-12-27	180.0	180.0	180.5	179.5	8276
2016-12-28	182.0	181.0	182.0	180.5	21441
2016-12-29	180.0	180.0	181.5	180.0	30211
2016-12-30	181.5	181.0	182.5	180.0	36748
