Date,Date,Close,Open,High,Low,Volume,ROI
2014-01-02,2014-01-02,20.97,21.23,21.23,20.7,1136,0.0
2014-01-03,2014-01-03,20.7,20.79,20.92,20.61,755,-1.2658
2014-01-06,2014-01-06,20.26,20.7,20.7,20.08,861,-2.1368
2014-01-07,2014-01-07,20.39,20.35,20.43,20.26,278,0.655
2014-01-08,2014-01-08,20.48,20.39,20.57,20.39,347,0.4338
2014-01-09,2014-01-09,20.13,20.52,20.57,19.95,845,-1.7279
2014-01-10,2014-01-10,20.21,20.08,20.48,20.04,453,0.4396
2014-01-13,2014-01-13,20.39,20.26,20.48,20.26,475,0.8753
2014-01-14,2014-01-14,20.26,20.3,20.48,20.17,418,-0.6508
2014-01-15,2014-01-15,20.35,20.26,20.48,20.21,239,0.4367
2014-01-16,2014-01-16,20.21,20.43,20.66,20.21,436,-0.6522
2014-01-17,2014-01-17,19.99,20.26,20.26,19.86,652,-1.0941
2014-01-20,2014-01-20,19.95,19.99,20.13,19.95,237,-0.2212
2014-01-21,2014-01-21,20.13,19.99,20.17,19.9,392,0.8869
2014-01-22,2014-01-22,20.08,20.13,20.17,19.95,277,-0.2198
2014-01-23,2014-01-23,19.77,20.35,20.35,19.46,1152,-1.5419
2014-01-24,2014-01-24,19.64,19.73,19.77,19.64,270,-0.6711
2014-01-27,2014-01-27,19.28,19.28,19.59,19.28,494,-1.8018
2014-02-05,2014-02-05,18.89,19.02,19.06,18.84,339,-2.0642
2014-02-06,2014-02-06,19.02,18.89,19.15,18.89,259,0.7026
2014-02-07,2014-02-07,19.46,19.28,20.17,19.15,677,2.3256
2014-02-10,2014-02-10,19.51,19.46,19.73,19.46,221,0.2273
2014-02-11,2014-02-11,19.64,19.73,19.9,19.64,292,0.6803
2014-02-12,2014-02-12,19.73,19.86,19.86,19.55,161,0.4505
2014-02-13,2014-02-13,19.51,19.55,19.73,19.51,183,-1.1211
2014-02-14,2014-02-14,19.37,19.46,19.73,19.33,242,-0.6803
2014-02-17,2014-02-17,19.64,19.46,19.64,19.37,194,1.3699
2014-02-18,2014-02-18,19.55,19.68,19.68,19.51,174,-0.4505
2014-02-19,2014-02-19,19.64,19.55,19.68,19.46,193,0.4525
2014-02-20,2014-02-20,19.59,19.73,19.73,19.55,179,-0.2252
2014-02-21,2014-02-21,19.59,19.68,19.86,19.59,330,0.0
2014-02-24,2014-02-24,19.28,19.55,19.55,19.2,446,-1.5801
2014-02-25,2014-02-25,19.15,19.11,19.28,19.02,264,-0.6881
