CO_ID	CoName	Date	ROI
Y9999  	TSE Taiex    	2015/01/14	  -0.5586
TWN50  	TW 50 INDEX  	2015/01/14	  -0.8624
TM100  	TW MID-CAP INDEX	2015/01/14	   0.0627
HC100  	Taiwan HC 100	2015/01/14	  -0.7478
Y9999  	TSE Taiex    	2015/01/15	  -0.1649
TWN50  	TW 50 INDEX  	2015/01/15	  -0.0140
TM100  	TW MID-CAP INDEX	2015/01/15	  -0.4291
HC100  	Taiwan HC 100	2015/01/15	  -0.2087
Y9999  	TSE Taiex    	2015/01/16	  -0.2924
TWN50  	TW 50 INDEX  	2015/01/16	   0.3188
TM100  	TW MID-CAP INDEX	2015/01/16	  -1.0376
HC100  	Taiwan HC 100	2015/01/16	  -0.2440
Y9999  	TSE Taiex    	2015/01/19	   0.3914
TWN50  	TW 50 INDEX  	2015/01/19	   1.0033
TM100  	TW MID-CAP INDEX	2015/01/19	  -0.4458
HC100  	Taiwan HC 100	2015/01/19	   0.5209
Y9999  	TSE Taiex    	2015/01/20	   0.8462
TWN50  	TW 50 INDEX  	2015/01/20	   0.5803
TM100  	TW MID-CAP INDEX	2015/01/20	   1.1656
HC100  	Taiwan HC 100	2015/01/20	   0.6662
Y9999  	TSE Taiex    	2015/01/21	   0.7352
TWN50  	TW 50 INDEX  	2015/01/21	   0.9924
TM100  	TW MID-CAP INDEX	2015/01/21	   0.4796
HC100  	Taiwan HC 100	2015/01/21	   0.7229
Y9999  	TSE Taiex    	2015/01/22	   0.5344
TWN50  	TW 50 INDEX  	2015/01/22	   0.3031
TM100  	TW MID-CAP INDEX	2015/01/22	   0.9994
HC100  	Taiwan HC 100	2015/01/22	   0.5843
Y9999  	TSE Taiex    	2015/01/23	   1.0826
TWN50  	TW 50 INDEX  	2015/01/23	   1.7539
TM100  	TW MID-CAP INDEX	2015/01/23	   0.3144
HC100  	Taiwan HC 100	2015/01/23	   1.0242
Y9999  	TSE Taiex    	2015/01/26	   0.0711
TWN50  	TW 50 INDEX  	2015/01/26	   0.1688
TM100  	TW MID-CAP INDEX	2015/01/26	   0.0477
HC100  	Taiwan HC 100	2015/01/26	   0.0659
Y9999  	TSE Taiex    	2015/01/27	   0.4634
TWN50  	TW 50 INDEX  	2015/01/27	   0.5779
TM100  	TW MID-CAP INDEX	2015/01/27	   0.3089
HC100  	Taiwan HC 100	2015/01/27	   0.4615
Y9999  	TSE Taiex    	2015/01/28	  -0.1121
TWN50  	TW 50 INDEX  	2015/01/28	  -0.1317
TM100  	TW MID-CAP INDEX	2015/01/28	  -0.1796
HC100  	Taiwan HC 100	2015/01/28	  -0.1543
Y9999  	TSE Taiex    	2015/01/29	  -0.8834
TWN50  	TW 50 INDEX  	2015/01/29	  -1.2143
TM100  	TW MID-CAP INDEX	2015/01/29	  -0.5750
HC100  	Taiwan HC 100	2015/01/29	  -0.9708
Y9999  	TSE Taiex    	2015/01/30	  -0.6894
TWN50  	TW 50 INDEX  	2015/01/30	  -0.9434
TM100  	TW MID-CAP INDEX	2015/01/30	  -0.7064
HC100  	Taiwan HC 100	2015/01/30	  -0.6072
Y9999  	TSE Taiex    	2015/02/02	   0.2679
TWN50  	TW 50 INDEX  	2015/02/02	   0.6057
TM100  	TW MID-CAP INDEX	2015/02/02	  -0.2403
HC100  	Taiwan HC 100	2015/02/02	   0.4577
Y9999  	TSE Taiex    	2015/02/03	   0.6577
TWN50  	TW 50 INDEX  	2015/02/03	   0.8338
TM100  	TW MID-CAP INDEX	2015/02/03	   0.3227
HC100  	Taiwan HC 100	2015/02/03	   0.3430
Y9999  	TSE Taiex    	2015/02/04	   0.6899
TWN50  	TW 50 INDEX  	2015/02/04	   0.8780
TM100  	TW MID-CAP INDEX	2015/02/04	   0.5607
HC100  	Taiwan HC 100	2015/02/04	   0.8259
Y9999  	TSE Taiex    	2015/02/05	  -0.0197
TWN50  	TW 50 INDEX  	2015/02/05	  -0.1020
TM100  	TW MID-CAP INDEX	2015/02/05	   0.2077
HC100  	Taiwan HC 100	2015/02/05	  -0.0054
Y9999  	TSE Taiex    	2015/02/06	  -0.5874
TWN50  	TW 50 INDEX  	2015/02/06	  -0.7838
TM100  	TW MID-CAP INDEX	2015/02/06	  -0.5185
HC100  	Taiwan HC 100	2015/02/06	  -0.5505
Y9999  	TSE Taiex    	2015/02/09	  -0.3667
TWN50  	TW 50 INDEX  	2015/02/09	  -0.3901
TM100  	TW MID-CAP INDEX	2015/02/09	  -0.3275
HC100  	Taiwan HC 100	2015/02/09	  -0.2953
Y9999  	TSE Taiex    	2015/02/10	  -0.2951
TWN50  	TW 50 INDEX  	2015/02/10	  -0.4289
TM100  	TW MID-CAP INDEX	2015/02/10	  -0.3303
HC100  	Taiwan HC 100	2015/02/10	  -0.1410
Y9999  	TSE Taiex    	2015/02/11	   0.7294
TWN50  	TW 50 INDEX  	2015/02/11	   1.2198
TM100  	TW MID-CAP INDEX	2015/02/11	   0.3757
HC100  	Taiwan HC 100	2015/02/11	   0.5293
Y9999  	TSE Taiex    	2015/02/12	   0.3603
TWN50  	TW 50 INDEX  	2015/02/12	   0.4597
TM100  	TW MID-CAP INDEX	2015/02/12	   0.3594
HC100  	Taiwan HC 100	2015/02/12	   0.4086
Y9999  	TSE Taiex    	2015/02/13	   0.3496
TWN50  	TW 50 INDEX  	2015/02/13	   0.3276
TM100  	TW MID-CAP INDEX	2015/02/13	   0.4139
HC100  	Taiwan HC 100	2015/02/13	   0.2535
Y9999  	TSE Taiex    	2015/02/24	   1.0479
TWN50  	TW 50 INDEX  	2015/02/24	   1.1078
TM100  	TW MID-CAP INDEX	2015/02/24	   1.0531
HC100  	Taiwan HC 100	2015/02/24	   1.1112
Y9999  	TSE Taiex    	2015/02/25	   0.7287
TWN50  	TW 50 INDEX  	2015/02/25	   0.9295
TM100  	TW MID-CAP INDEX	2015/02/25	   0.5010
HC100  	Taiwan HC 100	2015/02/25	   0.6275
Y9999  	TSE Taiex    	2015/02/26	  -0.7984
TWN50  	TW 50 INDEX  	2015/02/26	  -1.2534
TM100  	TW MID-CAP INDEX	2015/02/26	  -0.0316
HC100  	Taiwan HC 100	2015/02/26	  -0.6372
Y9999  	TSE Taiex    	2015/03/02	  -0.2155
TWN50  	TW 50 INDEX  	2015/03/02	  -0.4278
TM100  	TW MID-CAP INDEX	2015/03/02	   0.3612
HC100  	Taiwan HC 100	2015/03/02	  -0.2457
Y9999  	TSE Taiex    	2015/03/03	   0.0459
TWN50  	TW 50 INDEX  	2015/03/03	   0.1240
TM100  	TW MID-CAP INDEX	2015/03/03	  -0.0251
HC100  	Taiwan HC 100	2015/03/03	  -0.0076
Y9999  	TSE Taiex    	2015/03/04	   0.1662
TWN50  	TW 50 INDEX  	2015/03/04	   0.2743
TM100  	TW MID-CAP INDEX	2015/03/04	  -0.1847
HC100  	Taiwan HC 100	2015/03/04	   0.1693
Y9999  	TSE Taiex    	2015/03/05	  -0.2769
TWN50  	TW 50 INDEX  	2015/03/05	  -0.5278
TM100  	TW MID-CAP INDEX	2015/03/05	  -0.0609
HC100  	Taiwan HC 100	2015/03/05	  -0.4903
Y9999  	TSE Taiex    	2015/03/06	   0.5282
TWN50  	TW 50 INDEX  	2015/03/06	   0.4595
TM100  	TW MID-CAP INDEX	2015/03/06	   0.4928
HC100  	Taiwan HC 100	2015/03/06	   0.5062
Y9999  	TSE Taiex    	2015/03/09	  -0.8583
TWN50  	TW 50 INDEX  	2015/03/09	  -1.2885
TM100  	TW MID-CAP INDEX	2015/03/09	  -0.4476
HC100  	Taiwan HC 100	2015/03/09	  -0.9052
Y9999  	TSE Taiex    	2015/03/10	  -0.2766
TWN50  	TW 50 INDEX  	2015/03/10	  -0.2670
TM100  	TW MID-CAP INDEX	2015/03/10	  -0.3711
HC100  	Taiwan HC 100	2015/03/10	  -0.0845
Y9999  	TSE Taiex    	2015/03/11	  -0.1400
TWN50  	TW 50 INDEX  	2015/03/11	   0.0695
TM100  	TW MID-CAP INDEX	2015/03/11	  -0.6442
HC100  	Taiwan HC 100	2015/03/11	   0.0788
Y9999  	TSE Taiex    	2015/03/12	   0.7647
TWN50  	TW 50 INDEX  	2015/03/12	   0.8457
TM100  	TW MID-CAP INDEX	2015/03/12	   0.9188
HC100  	Taiwan HC 100	2015/03/12	   0.7487
Y9999  	TSE Taiex    	2015/03/13	  -0.1735
TWN50  	TW 50 INDEX  	2015/03/13	  -0.2633
TM100  	TW MID-CAP INDEX	2015/03/13	  -0.1200
HC100  	Taiwan HC 100	2015/03/13	  -0.3722
Y9999  	TSE Taiex    	2015/03/16	  -0.6936
TWN50  	TW 50 INDEX  	2015/03/16	  -1.0887
TM100  	TW MID-CAP INDEX	2015/03/16	  -0.3338
HC100  	Taiwan HC 100	2015/03/16	  -0.6868
Y9999  	TSE Taiex    	2015/03/17	   0.2789
TWN50  	TW 50 INDEX  	2015/03/17	   0.5897
TM100  	TW MID-CAP INDEX	2015/03/17	  -0.2740
HC100  	Taiwan HC 100	2015/03/17	   0.3366
Y9999  	TSE Taiex    	2015/03/18	   1.1949
TWN50  	TW 50 INDEX  	2015/03/18	   1.6366
TM100  	TW MID-CAP INDEX	2015/03/18	   0.6992
HC100  	Taiwan HC 100	2015/03/18	   1.2009
Y9999  	TSE Taiex    	2015/03/19	   0.8629
TWN50  	TW 50 INDEX  	2015/03/19	   0.9273
TM100  	TW MID-CAP INDEX	2015/03/19	   0.6859
HC100  	Taiwan HC 100	2015/03/19	   0.8106
Y9999  	TSE Taiex    	2015/03/20	   0.1331
TWN50  	TW 50 INDEX  	2015/03/20	   0.1489
TM100  	TW MID-CAP INDEX	2015/03/20	   0.1535
HC100  	Taiwan HC 100	2015/03/20	  -0.0713
Y9999  	TSE Taiex    	2015/03/23	   0.0862
TWN50  	TW 50 INDEX  	2015/03/23	   0.1845
TM100  	TW MID-CAP INDEX	2015/03/23	  -0.0180
HC100  	Taiwan HC 100	2015/03/23	   0.1348
Y9999  	TSE Taiex    	2015/03/24	  -0.2709
TWN50  	TW 50 INDEX  	2015/03/24	  -0.4876
TM100  	TW MID-CAP INDEX	2015/03/24	  -0.0775
HC100  	Taiwan HC 100	2015/03/24	  -0.1222
Y9999  	TSE Taiex    	2015/03/25	  -0.6559
TWN50  	TW 50 INDEX  	2015/03/25	  -0.6132
TM100  	TW MID-CAP INDEX	2015/03/25	  -1.0517
HC100  	Taiwan HC 100	2015/03/25	  -0.6717
Y9999  	TSE Taiex    	2015/03/26	  -0.5038
TWN50  	TW 50 INDEX  	2015/03/26	  -0.8643
TM100  	TW MID-CAP INDEX	2015/03/26	  -0.4543
HC100  	Taiwan HC 100	2015/03/26	  -0.0842
Y9999  	TSE Taiex    	2015/03/27	  -1.1997
TWN50  	TW 50 INDEX  	2015/03/27	  -1.7450
TM100  	TW MID-CAP INDEX	2015/03/27	  -0.7420
HC100  	Taiwan HC 100	2015/03/27	  -1.3041
Y9999  	TSE Taiex    	2015/03/30	   0.1910
TWN50  	TW 50 INDEX  	2015/03/30	   0.4851
TM100  	TW MID-CAP INDEX	2015/03/30	   0.0426
HC100  	Taiwan HC 100	2015/03/30	   0.3589
Y9999  	TSE Taiex    	2015/03/31	   0.6781
TWN50  	TW 50 INDEX  	2015/03/31	   0.7275
TM100  	TW MID-CAP INDEX	2015/03/31	   0.7127
HC100  	Taiwan HC 100	2015/03/31	   0.6070
Y9999  	TSE Taiex    	2015/04/01	  -0.8218
TWN50  	TW 50 INDEX  	2015/04/01	  -0.8950
TM100  	TW MID-CAP INDEX	2015/04/01	  -0.8140
HC100  	Taiwan HC 100	2015/04/01	  -0.8855
Y9999  	TSE Taiex    	2015/04/02	   0.9746
TWN50  	TW 50 INDEX  	2015/04/02	   1.2187
TM100  	TW MID-CAP INDEX	2015/04/02	   0.7100
HC100  	Taiwan HC 100	2015/04/02	   1.0681
Y9999  	TSE Taiex    	2015/04/07	   0.4331
TWN50  	TW 50 INDEX  	2015/04/07	   0.2701
TM100  	TW MID-CAP INDEX	2015/04/07	   0.5285
HC100  	Taiwan HC 100	2015/04/07	   0.4042
Y9999  	TSE Taiex    	2015/04/08	  -0.7253
TWN50  	TW 50 INDEX  	2015/04/08	  -0.9657
TM100  	TW MID-CAP INDEX	2015/04/08	  -0.6197
HC100  	Taiwan HC 100	2015/04/08	  -0.5635
Y9999  	TSE Taiex    	2015/04/09	  -0.0411
TWN50  	TW 50 INDEX  	2015/04/09	   0.1287
TM100  	TW MID-CAP INDEX	2015/04/09	  -0.1957
HC100  	Taiwan HC 100	2015/04/09	   0.2641
Y9999  	TSE Taiex    	2015/04/10	   0.5190
TWN50  	TW 50 INDEX  	2015/04/10	   0.8342
TM100  	TW MID-CAP INDEX	2015/04/10	   0.1438
HC100  	Taiwan HC 100	2015/04/10	   0.5436
Y9999  	TSE Taiex    	2015/04/13	   0.5076
TWN50  	TW 50 INDEX  	2015/04/13	   0.3613
TM100  	TW MID-CAP INDEX	2015/04/13	   0.6064
HC100  	Taiwan HC 100	2015/04/13	   0.3321
Y9999  	TSE Taiex    	2015/04/14	  -0.2514
TWN50  	TW 50 INDEX  	2015/04/14	  -0.5985
TM100  	TW MID-CAP INDEX	2015/04/14	   0.3248
HC100  	Taiwan HC 100	2015/04/14	  -0.2536
Y9999  	TSE Taiex    	2015/04/15	  -1.0595
TWN50  	TW 50 INDEX  	2015/04/15	  -1.1837
TM100  	TW MID-CAP INDEX	2015/04/15	  -0.8785
HC100  	Taiwan HC 100	2015/04/15	  -1.0592
Y9999  	TSE Taiex    	2015/04/16	   1.2244
TWN50  	TW 50 INDEX  	2015/04/16	   1.7319
TM100  	TW MID-CAP INDEX	2015/04/16	   0.6546
HC100  	Taiwan HC 100	2015/04/16	   1.4277
Y9999  	TSE Taiex    	2015/04/17	  -0.8899
TWN50  	TW 50 INDEX  	2015/04/17	  -1.2452
TM100  	TW MID-CAP INDEX	2015/04/17	  -0.7966
HC100  	Taiwan HC 100	2015/04/17	  -0.9286
Y9999  	TSE Taiex    	2015/04/20	  -0.1889
TWN50  	TW 50 INDEX  	2015/04/20	   0.0354
TM100  	TW MID-CAP INDEX	2015/04/20	  -0.7406
HC100  	Taiwan HC 100	2015/04/20	  -0.1159
Y9999  	TSE Taiex    	2015/04/21	  -0.1975
TWN50  	TW 50 INDEX  	2015/04/21	   0.1024
TM100  	TW MID-CAP INDEX	2015/04/21	  -0.3385
HC100  	Taiwan HC 100	2015/04/21	   0.0122
Y9999  	TSE Taiex    	2015/04/22	   0.8288
TWN50  	TW 50 INDEX  	2015/04/22	   0.8373
TM100  	TW MID-CAP INDEX	2015/04/22	   0.8450
HC100  	Taiwan HC 100	2015/04/22	   0.6503
Y9999  	TSE Taiex    	2015/04/23	   1.9192
TWN50  	TW 50 INDEX  	2015/04/23	   2.3521
TM100  	TW MID-CAP INDEX	2015/04/23	   1.3287
HC100  	Taiwan HC 100	2015/04/23	   2.5200
Y9999  	TSE Taiex    	2015/04/24	   1.1818
TWN50  	TW 50 INDEX  	2015/04/24	   1.7893
TM100  	TW MID-CAP INDEX	2015/04/24	   0.3763
HC100  	Taiwan HC 100	2015/04/24	   0.8764
Y9999  	TSE Taiex    	2015/04/27	   0.6036
TWN50  	TW 50 INDEX  	2015/04/27	   0.4747
TM100  	TW MID-CAP INDEX	2015/04/27	   0.6258
HC100  	Taiwan HC 100	2015/04/27	   0.7757
Y9999  	TSE Taiex    	2015/04/28	  -0.1633
TWN50  	TW 50 INDEX  	2015/04/28	  -0.2746
TM100  	TW MID-CAP INDEX	2015/04/28	  -0.1779
HC100  	Taiwan HC 100	2015/04/28	   0.0790
Y9999  	TSE Taiex    	2015/04/29	  -1.0345
TWN50  	TW 50 INDEX  	2015/04/29	  -1.4903
TM100  	TW MID-CAP INDEX	2015/04/29	  -0.8579
HC100  	Taiwan HC 100	2015/04/29	  -1.0636
Y9999  	TSE Taiex    	2015/04/30	  -0.3428
TWN50  	TW 50 INDEX  	2015/04/30	  -0.7235
TM100  	TW MID-CAP INDEX	2015/04/30	   0.2538
HC100  	Taiwan HC 100	2015/04/30	  -0.5630
Y9999  	TSE Taiex    	2015/05/04	   0.2545
TWN50  	TW 50 INDEX  	2015/05/04	   0.4903
TM100  	TW MID-CAP INDEX	2015/05/04	  -0.1039
HC100  	Taiwan HC 100	2015/05/04	   0.5610
Y9999  	TSE Taiex    	2015/05/05	  -0.2530
TWN50  	TW 50 INDEX  	2015/05/05	  -0.2071
TM100  	TW MID-CAP INDEX	2015/05/05	  -0.2022
HC100  	Taiwan HC 100	2015/05/05	  -0.1519
Y9999  	TSE Taiex    	2015/05/06	  -0.0197
TWN50  	TW 50 INDEX  	2015/05/06	  -0.1907
TM100  	TW MID-CAP INDEX	2015/05/06	  -0.0475
HC100  	Taiwan HC 100	2015/05/06	  -0.2250
Y9999  	TSE Taiex    	2015/05/07	  -1.1620
TWN50  	TW 50 INDEX  	2015/05/07	  -1.2185
TM100  	TW MID-CAP INDEX	2015/05/07	  -1.0119
HC100  	Taiwan HC 100	2015/05/07	  -1.3936
Y9999  	TSE Taiex    	2015/05/08	  -0.1248
TWN50  	TW 50 INDEX  	2015/05/08	   0.1503
TM100  	TW MID-CAP INDEX	2015/05/08	  -0.2573
HC100  	Taiwan HC 100	2015/05/08	   0.1781
Y9999  	TSE Taiex    	2015/05/11	  -0.2918
TWN50  	TW 50 INDEX  	2015/05/11	   0.2200
TM100  	TW MID-CAP INDEX	2015/05/11	  -0.6245
HC100  	Taiwan HC 100	2015/05/11	  -0.2029
Y9999  	TSE Taiex    	2015/05/12	   0.1760
TWN50  	TW 50 INDEX  	2015/05/12	   0.0570
TM100  	TW MID-CAP INDEX	2015/05/12	  -0.2189
HC100  	Taiwan HC 100	2015/05/12	   0.1477
Y9999  	TSE Taiex    	2015/05/13	   0.4481
TWN50  	TW 50 INDEX  	2015/05/13	   0.6272
TM100  	TW MID-CAP INDEX	2015/05/13	   0.3187
HC100  	Taiwan HC 100	2015/05/13	   0.4345
Y9999  	TSE Taiex    	2015/05/14	  -1.1649
TWN50  	TW 50 INDEX  	2015/05/14	  -1.2861
TM100  	TW MID-CAP INDEX	2015/05/14	  -1.3826
HC100  	Taiwan HC 100	2015/05/14	  -1.4019
Y9999  	TSE Taiex    	2015/05/15	  -0.3262
TWN50  	TW 50 INDEX  	2015/05/15	  -0.0556
TM100  	TW MID-CAP INDEX	2015/05/15	  -0.4793
HC100  	Taiwan HC 100	2015/05/15	   0.0580
Y9999  	TSE Taiex    	2015/05/18	   0.2779
TWN50  	TW 50 INDEX  	2015/05/18	   0.6532
TM100  	TW MID-CAP INDEX	2015/05/18	   0.1200
HC100  	Taiwan HC 100	2015/05/18	   0.3720
Y9999  	TSE Taiex    	2015/05/19	   1.1521
TWN50  	TW 50 INDEX  	2015/05/19	   1.0988
TM100  	TW MID-CAP INDEX	2015/05/19	   1.1539
HC100  	Taiwan HC 100	2015/05/19	   1.1429
Y9999  	TSE Taiex    	2015/05/20	  -0.3238
TWN50  	TW 50 INDEX  	2015/05/20	  -0.3691
TM100  	TW MID-CAP INDEX	2015/05/20	  -0.4609
HC100  	Taiwan HC 100	2015/05/20	  -0.4278
Y9999  	TSE Taiex    	2015/05/21	  -1.1022
TWN50  	TW 50 INDEX  	2015/05/21	  -1.1068
TM100  	TW MID-CAP INDEX	2015/05/21	  -1.4449
HC100  	Taiwan HC 100	2015/05/21	  -1.2834
Y9999  	TSE Taiex    	2015/05/22	   0.6289
TWN50  	TW 50 INDEX  	2015/05/22	   0.7291
TM100  	TW MID-CAP INDEX	2015/05/22	   0.4679
HC100  	Taiwan HC 100	2015/05/22	   0.4647
Y9999  	TSE Taiex    	2015/05/25	   0.0661
TWN50  	TW 50 INDEX  	2015/05/25	   0.2275
TM100  	TW MID-CAP INDEX	2015/05/25	   0.2166
HC100  	Taiwan HC 100	2015/05/25	   0.2679
Y9999  	TSE Taiex    	2015/05/26	   0.2513
TWN50  	TW 50 INDEX  	2015/05/26	   0.1946
TM100  	TW MID-CAP INDEX	2015/05/26	   0.5163
HC100  	Taiwan HC 100	2015/05/26	   0.3334
Y9999  	TSE Taiex    	2015/05/27	   0.2495
TWN50  	TW 50 INDEX  	2015/05/27	   0.2094
TM100  	TW MID-CAP INDEX	2015/05/27	   0.3464
HC100  	Taiwan HC 100	2015/05/27	   0.2965
Y9999  	TSE Taiex    	2015/05/28	   0.1991
TWN50  	TW 50 INDEX  	2015/05/28	   0.2468
TM100  	TW MID-CAP INDEX	2015/05/28	   0.0793
HC100  	Taiwan HC 100	2015/05/28	   0.0560
Y9999  	TSE Taiex    	2015/05/29	  -0.1212
TWN50  	TW 50 INDEX  	2015/05/29	  -0.2480
TM100  	TW MID-CAP INDEX	2015/05/29	   0.1293
HC100  	Taiwan HC 100	2015/05/29	  -0.3029
Y9999  	TSE Taiex    	2015/06/01	  -0.7770
TWN50  	TW 50 INDEX  	2015/06/01	  -1.0496
TM100  	TW MID-CAP INDEX	2015/06/01	  -0.7598
HC100  	Taiwan HC 100	2015/06/01	  -0.7975
Y9999  	TSE Taiex    	2015/06/02	  -0.1187
TWN50  	TW 50 INDEX  	2015/06/02	  -0.1290
TM100  	TW MID-CAP INDEX	2015/06/02	  -0.2966
HC100  	Taiwan HC 100	2015/06/02	  -0.0666
Y9999  	TSE Taiex    	2015/06/03	  -0.6006
TWN50  	TW 50 INDEX  	2015/06/03	  -0.4342
TM100  	TW MID-CAP INDEX	2015/06/03	  -0.6310
HC100  	Taiwan HC 100	2015/06/03	  -0.4778
Y9999  	TSE Taiex    	2015/06/04	  -2.1754
TWN50  	TW 50 INDEX  	2015/06/04	  -2.0444
TM100  	TW MID-CAP INDEX	2015/06/04	  -2.2826
HC100  	Taiwan HC 100	2015/06/04	  -1.8984
Y9999  	TSE Taiex    	2015/06/05	  -0.0909
TWN50  	TW 50 INDEX  	2015/06/05	  -0.0766
TM100  	TW MID-CAP INDEX	2015/06/05	  -0.5413
HC100  	Taiwan HC 100	2015/06/05	   0.0054
Y9999  	TSE Taiex    	2015/06/08	   0.3030
TWN50  	TW 50 INDEX  	2015/06/08	   0.2544
TM100  	TW MID-CAP INDEX	2015/06/08	   0.1138
HC100  	Taiwan HC 100	2015/06/08	   0.4840
Y9999  	TSE Taiex    	2015/06/09	  -1.8846
TWN50  	TW 50 INDEX  	2015/06/09	  -1.1806
TM100  	TW MID-CAP INDEX	2015/06/09	  -3.0228
HC100  	Taiwan HC 100	2015/06/09	  -1.4318
Y9999  	TSE Taiex    	2015/06/10	   1.1600
TWN50  	TW 50 INDEX  	2015/06/10	   0.8985
TM100  	TW MID-CAP INDEX	2015/06/10	   1.5546
HC100  	Taiwan HC 100	2015/06/10	   1.0017
Y9999  	TSE Taiex    	2015/06/11	   0.0429
TWN50  	TW 50 INDEX  	2015/06/11	   0.4233
TM100  	TW MID-CAP INDEX	2015/06/11	  -0.9357
HC100  	Taiwan HC 100	2015/06/11	  -0.1231
Y9999  	TSE Taiex    	2015/06/12	  -0.0060
TWN50  	TW 50 INDEX  	2015/06/12	   0.1508
TM100  	TW MID-CAP INDEX	2015/06/12	  -0.2037
HC100  	Taiwan HC 100	2015/06/12	   0.0197
Y9999  	TSE Taiex    	2015/06/15	  -0.4564
TWN50  	TW 50 INDEX  	2015/06/15	  -0.5586
CR100  	TWSE CG100 TR Index	2015/06/15	        -
TM100  	TW MID-CAP INDEX	2015/06/15	  -0.3252
HC100  	Taiwan HC 100	2015/06/15	  -0.3615
Y9999  	TSE Taiex    	2015/06/16	  -0.5043
TWN50  	TW 50 INDEX  	2015/06/16	  -0.3288
CR100  	TWSE CG100 TR Index	2015/06/16	  -0.1924
TM100  	TW MID-CAP INDEX	2015/06/16	  -1.1933
HC100  	Taiwan HC 100	2015/06/16	  -0.3133
Y9999  	TSE Taiex    	2015/06/17	  -0.2491
TWN50  	TW 50 INDEX  	2015/06/17	  -0.1559
CR100  	TWSE CG100 TR Index	2015/06/17	  -0.5296
TM100  	TW MID-CAP INDEX	2015/06/17	   0.0143
HC100  	Taiwan HC 100	2015/06/17	  -0.3892
Y9999  	TSE Taiex    	2015/06/18	   0.3106
TWN50  	TW 50 INDEX  	2015/06/18	  -0.0244
CR100  	TWSE CG100 TR Index	2015/06/18	   0.0759
TM100  	TW MID-CAP INDEX	2015/06/18	   0.9394
HC100  	Taiwan HC 100	2015/06/18	   0.3110
Y9999  	TSE Taiex    	2015/06/22	   1.3386
TWN50  	TW 50 INDEX  	2015/06/22	   1.4975
CR100  	TWSE CG100 TR Index	2015/06/22	   1.3549
TM100  	TW MID-CAP INDEX	2015/06/22	   1.0509
HC100  	Taiwan HC 100	2015/06/22	   1.3014
Y9999  	TSE Taiex    	2015/06/23	   0.5285
TWN50  	TW 50 INDEX  	2015/06/23	   0.5957
CR100  	TWSE CG100 TR Index	2015/06/23	   0.5120
TM100  	TW MID-CAP INDEX	2015/06/23	   0.3921
HC100  	Taiwan HC 100	2015/06/23	   0.5356
Y9999  	TSE Taiex    	2015/06/24	   0.0657
TWN50  	TW 50 INDEX  	2015/06/24	   0.1628
CR100  	TWSE CG100 TR Index	2015/06/24	   0.2025
TM100  	TW MID-CAP INDEX	2015/06/24	  -0.3085
HC100  	Taiwan HC 100	2015/06/24	   0.1248
Y9999  	TSE Taiex    	2015/06/25	   0.8410
TWN50  	TW 50 INDEX  	2015/06/25	   0.9514
CR100  	TWSE CG100 TR Index	2015/06/25	   0.8507
TM100  	TW MID-CAP INDEX	2015/06/25	   0.8480
HC100  	Taiwan HC 100	2015/06/25	   0.7260
Y9999  	TSE Taiex    	2015/06/26	  -0.1453
TWN50  	TW 50 INDEX  	2015/06/26	  -0.1829
CR100  	TWSE CG100 TR Index	2015/06/26	  -0.0483
TM100  	TW MID-CAP INDEX	2015/06/26	   0.0697
HC100  	Taiwan HC 100	2015/06/26	  -0.1392
Y9999  	TSE Taiex    	2015/06/29	  -2.3933
TWN50  	TW 50 INDEX  	2015/06/29	  -2.7490
CR100  	TWSE CG100 TR Index	2015/06/29	  -1.9651
TM100  	TW MID-CAP INDEX	2015/06/29	  -1.8788
HC100  	Taiwan HC 100	2015/06/29	  -2.1414
Y9999  	TSE Taiex    	2015/06/30	   0.9411
TWN50  	TW 50 INDEX  	2015/06/30	   0.9427
CR100  	TWSE CG100 TR Index	2015/06/30	   1.3166
TM100  	TW MID-CAP INDEX	2015/06/30	   0.9273
HC100  	Taiwan HC 100	2015/06/30	   0.7523
Y9999  	TSE Taiex    	2015/07/01	   0.5600
TWN50  	TW 50 INDEX  	2015/07/01	   0.4211
CR100  	TWSE CG100 TR Index	2015/07/01	   0.3667
TM100  	TW MID-CAP INDEX	2015/07/01	   0.9422
HC100  	Taiwan HC 100	2015/07/01	   0.2943
Y9999  	TSE Taiex    	2015/07/02	   0.0428
TWN50  	TW 50 INDEX  	2015/07/02	   0.0761
CR100  	TWSE CG100 TR Index	2015/07/02	   0.1737
TM100  	TW MID-CAP INDEX	2015/07/02	  -0.0255
HC100  	Taiwan HC 100	2015/07/02	   0.1494
Y9999  	TSE Taiex    	2015/07/03	  -0.2240
TWN50  	TW 50 INDEX  	2015/07/03	  -0.0929
CR100  	TWSE CG100 TR Index	2015/07/03	  -0.1977
TM100  	TW MID-CAP INDEX	2015/07/03	  -0.3686
HC100  	Taiwan HC 100	2015/07/03	  -0.1346
Y9999  	TSE Taiex    	2015/07/06	  -1.0928
TWN50  	TW 50 INDEX  	2015/07/06	  -1.1393
CR100  	TWSE CG100 TR Index	2015/07/06	  -0.9121
TM100  	TW MID-CAP INDEX	2015/07/06	  -1.1621
HC100  	Taiwan HC 100	2015/07/06	  -0.9775
Y9999  	TSE Taiex    	2015/07/07	  -0.0627
TWN50  	TW 50 INDEX  	2015/07/07	  -0.0068
